event_id_cnty,event_date,notes,topic_manual
RUS5846,31 January 2021,"On 31 January 2021, over 500 people took part in a protest in Irkutsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as release of those detained during the protests on January 23. Police detained at least 32 protesters.",political
RUS5847,31 January 2021,"On 31 January 2021, at least 1000 people took part in an unauthorized protest in Izhevsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 46 people.",political
RUS5861,31 January 2021,"On 31 January 2021, between 242 and several thousand people took part in an unauthorized protest in Krasnoyarsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 194 people.",political
RUS5864,31 January 2021,"On 31 January 2021, over 64 people took part in an unauthorized protest in Lipetsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 9 protesters.",political
RUS5866,31 January 2021,"On 31 January 2021, people took part in an unauthorized protest in Magnitogorsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 44 people.",political
RUS5867,31 January 2021,"On 31 January 2021, about 15 people took part in a protest in Makhachkala, demanding the release of political prisoners in Russia.",political
RUS5873,31 January 2021,"On 31 January 2021, at least 1000 people took part in an unauthorized protest in Nizhny Novgorod, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 202 people.",political
RUS5876,31 January 2021,"On 31 January 2021, over 4000 people took part in a protest in Novosibirsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as release of those detained during the protests on January 23. Police detained at least 103 protesters.",political
RUS5879,31 January 2021,"On 31 January 2021, over 500 people took part in a protest in Omsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as release of those detained during the protests on January 23. Police detained at least 25 protesters.",political
RUS5884,31 January 2021,"On 31 January 2021, between 600 and 5000 people took part in an unauthorized protest in Perm, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 195 people.",political
RUS5893,31 January 2021,"On 31 January 2021, over 1000 people took part in an unauthorized protest in Saratov, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 15 people.",political
RUS5903,31 January 2021,"On 31 January 2021, at least 48 people took part in an unauthorized protest in Tambov, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 21 people.",political
